score,title,likereview,dislikereview,country,rometype,intimelong,people,inrometime,reviewtime,help_vote,unhelp_vote
8.0,Very good,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,January 2022,23 January 2022,,
8.0,Very good,,,United Kingdom,Compact Double Room,1 night ·,Family,December 2021,23 January 2022,,
8.0,Very good,,,United Kingdom,Club Twin Room,1 night ·,Group,January 2022,18 January 2022,,
7.0,Good,,,United Kingdom,Deluxe Single Room,4 nights ·,Solo traveller,January 2022,14 January 2022,,
8.0,Very good,,,United Kingdom,Compact Double Room,1 night ·,Couple,December 2021,13 January 2022,,
7.0,Good,,,United Kingdom,Compact Double Room,1 night ·,Solo traveller,January 2022,11 January 2022,,
8.0,Very good,,,United Kingdom,Club Double Room,1 night ·,Couple,December 2021,10 January 2022,,
7.0,Good,,,United Kingdom,Deluxe Twin Room,2 nights ·,Couple,October 2021,7 January 2022,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,January 2022,6 January 2022,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,December 2021,4 January 2022,,
9.0,Superb,,,Egypt,Deluxe Double Room,2 nights ·,Solo traveller,January 2022,3 January 2022,,
8.0,Very good,,,United Kingdom,Club Double Room,2 nights ·,Couple,December 2021,2 January 2022,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,November 2021,2 January 2022,,
8.0,Very good,,,United Kingdom,Club Double Room,2 nights ·,Couple,December 2021,31 December 2021,,
8.0,Very good,,,United Kingdom,Club Double Room,1 night ·,Couple,December 2021,31 December 2021,,
8.0,Very good,,,United Kingdom,Compact Double Room,9 nights ·,Couple,December 2021,30 December 2021,,
8.0,Very good,,,United Arab Emirates,Compact Double Room,1 night ·,Couple,December 2021,27 December 2021,,
8.0,Very good,,,United Kingdom,Deluxe Twin Room,2 nights ·,Family,December 2021,26 December 2021,,
8.0,Very good,,,United Kingdom,Club Double Room,2 nights ·,Couple,December 2021,26 December 2021,,
9.0,Superb,,,United Arab Emirates,Deluxe Double Room,2 nights ·,Group,December 2021,22 December 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,December 2021,17 December 2021,,
7.0,Good,,,United Kingdom,Deluxe Double Room,2 nights ·,Solo traveller,October 2021,15 December 2021,,
7.0,Good,,,United Kingdom,Club Double Room,2 nights ·,Solo traveller,October 2021,15 December 2021,,
8.0,Very good,,,United Kingdom,Club Double Room,2 nights ·,Couple,December 2021,12 December 2021,,
7.0,Good,,,United Kingdom,Compact Double Room,1 night ·,Couple,December 2021,11 December 2021,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,November 2021,10 December 2021,,
8.0,Very good,,,Norway,Club Double Room,3 nights ·,Couple,December 2021,9 December 2021,,
7.0,Good,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,December 2021,6 December 2021,,
8.0,Very good,,,United Kingdom,Compact Double Room,1 night ·,Group,December 2021,4 December 2021,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,December 2021,4 December 2021,,
7.0,Good,,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,December 2021,3 December 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,3 nights ·,Couple,December 2021,2 December 2021,,
8.0,Very good,,,United Kingdom,Deluxe Triple Room,2 nights ·,Family,November 2021,2 December 2021,,
7.0,Good,,,United Kingdom,Club Double Room,1 night ·,Solo traveller,September 2021,1 December 2021,,
8.0,Very good,,,Switzerland,Deluxe Single Room,2 nights ·,Solo traveller,October 2021,30 November 2021,,
7.0,Good,,,Malaysia,Compact Double Room,3 nights ·,Solo traveller,November 2021,23 November 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,4 nights ·,Solo traveller,November 2021,22 November 2021,,
8.0,Very good,,,United Kingdom,Compact Double Room,1 night ·,Group,October 2021,20 November 2021,,
7.0,Good,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,November 2021,19 November 2021,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,October 2021,16 November 2021,,
7.0,Good,,,United Kingdom,Compact Double Room,1 night ·,Couple,November 2021,14 November 2021,,
9.0,Superb,,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,October 2021,11 November 2021,,
8.0,Very good,,,United Kingdom,Club Double Room,1 night ·,Couple,October 2021,11 November 2021,,
7.0,Good,,,Netherlands,Deluxe Double Room,1 night ·,Group,November 2021,3 November 2021,,
9.0,Great stay… excellent hotel,,,United Kingdom,Deluxe Double Room,2 nights ·,Group,November 2021,1 November 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,2 nights ·,Family,November 2021,1 November 2021,,
7.0,Good,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,October 2021,1 November 2021,,
9.0,Superb,,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,October 2021,31 October 2021,,
7.0,Good,,,Kuwait,Compact Double Room,2 nights ·,Couple,October 2021,31 October 2021,,
7.0,Good,,,United Kingdom,Compact Double Room,2 nights ·,Solo traveller,August 2021,29 October 2021,,
8.0,Very good,,,Iraq,Deluxe Double Room,9 nights ·,Group,October 2021,27 October 2021,,
8.0,Very good,,,United Kingdom,Deluxe Single Room,2 nights ·,Solo traveller,September 2021,25 October 2021,,
8.0,Very good,,,United Kingdom,Deluxe Single Room,1 night ·,Group,October 2021,25 October 2021,,
7.0,Good,,,United Kingdom,Compact Double Room,2 nights ·,Solo traveller,October 2021,20 October 2021,,
7.0,Good,,,United Kingdom,Club Double Room,3 nights ·,Solo traveller,October 2021,16 October 2021,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,October 2021,16 October 2021,,
8.0,Very good,,,Ireland,Deluxe Single Room,1 night ·,Solo traveller,October 2021,15 October 2021,,
7.0,Good,,,Belgium,Deluxe Double Room,2 nights ·,Solo traveller,October 2021,14 October 2021,,
7.0,Good,,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,September 2021,13 October 2021,,
7.0,Good,,,United Kingdom,Deluxe Single Room,2 nights ·,Solo traveller,September 2021,11 October 2021,,
8.0,excellent for my business trip,,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,September 2021,7 October 2021,,
8.0,Very good,,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,October 2021,5 October 2021,,
9.0,Superb,,,United Kingdom,Compact Double Room,1 night ·,Solo traveller,September 2021,3 October 2021,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,September 2021,30 September 2021,,
7.0,Good,,,Finland,Compact Double Room,2 nights ·,Group,September 2021,29 September 2021,,
7.0,Good,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,September 2021,27 September 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,2 nights ·,Solo traveller,September 2021,26 September 2021,,
8.0,Very good,,,Switzerland,Compact Double Room,1 night ·,Couple,September 2021,24 September 2021,,
7.0,Good,,,United Kingdom,Compact Double Room,1 night ·,Couple,September 2021,22 September 2021,,
8.0,Very good,,,United Arab Emirates,Club Double Room,1 night ·,Family,September 2021,21 September 2021,,
7.0,Good,,,United Kingdom,Club Double Room,1 night ·,Solo traveller,September 2021,20 September 2021,,
9.0,Superb,,,United Kingdom,Compact Double Room,1 night ·,Solo traveller,August 2021,20 September 2021,,
8.0,Very good,,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,September 2021,16 September 2021,,
9.0,Superb,,,United Kingdom,Deluxe Triple Room,1 night ·,Family,September 2021,14 September 2021,,
7.0,Good,,,United Kingdom,Club Twin Room,1 night ·,Family,August 2021,14 September 2021,,
8.0,Very good,,,United Kingdom,Compact Double Room,1 night ·,Solo traveller,September 2021,13 September 2021,,
8.0,Very good,,,Egypt,Deluxe Twin Room,1 night ·,Group,August 2021,12 September 2021,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,July 2021,4 September 2021,,
8.0,Very good,,,United Kingdom,Club Double Room,2 nights ·,Couple,September 2021,2 September 2021,,
8.0,Very good,,,United Kingdom,Compact Double Room,2 nights ·,Couple,August 2021,31 August 2021,,
7.0,Good,,,United Kingdom,Deluxe Double Room,1 night ·,Family,August 2021,31 August 2021,,
7.0,Good,,,United Kingdom,Compact Double Room,2 nights ·,Group,July 2021,30 August 2021,,
7.0,Good,,,United Kingdom,Club Double Room,1 night ·,Couple,July 2021,28 August 2021,,
7.0,Good,,,United Kingdom,Compact Double Room,2 nights ·,Family,August 2021,26 August 2021,,
9.0,Superb,,,Ireland,Deluxe Single Room,1 night ·,Solo traveller,August 2021,25 August 2021,,
8.0,Very good,,,United Kingdom,Compact Double Room,2 nights ·,Couple,August 2021,25 August 2021,,
8.0,Very good,,,United Kingdom,Compact Double Room,3 nights ·,Couple,August 2021,23 August 2021,,
7.0,Good,,,United Kingdom,Compact Double Room,1 night ·,Couple,August 2021,22 August 2021,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,August 2021,21 August 2021,,
9.0,"Double deluxe room allocated was only large enough for 1 person for 1 night, thankfully the helpful",,,United Kingdom,Deluxe Double Room,4 nights ·,Couple,August 2021,14 August 2021,,
8.0,Very good,,,United Kingdom,Compact Double Room,1 night ·,Couple,August 2021,7 August 2021,,
8.0,Very good,,,United Kingdom,Compact Double Room,1 night ·,Solo traveller,August 2021,2 August 2021,,
7.0,Good,,,United Kingdom,Compact Double Room,1 night ·,Couple,August 2021,2 August 2021,,
7.0,Good,,,United Kingdom,Compact Double Room,1 night ·,Couple,June 2021,31 July 2021,,
7.0,Good,,,United Kingdom,Club Double Room,1 night ·,Couple,July 2021,30 July 2021,,
7.0,Good,,,United Kingdom,Compact Double Room,1 night ·,Couple,July 2021,29 July 2021,,
8.0,Very good,,,United Kingdom,Compact Double Room,2 nights ·,Couple,July 2021,25 July 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,July 2021,22 July 2021,,
7.0,Good,,,United Kingdom,Compact Double Room,2 nights ·,Couple,July 2021,22 July 2021,,
9.0,Superb,,,United Kingdom,Club Double Room,2 nights ·,Couple,July 2021,19 July 2021,,
8.0,Very good,,,United Kingdom,Compact Double Room,1 night ·,Couple,July 2021,12 July 2021,,
9.0,Superb,,,United Kingdom,Club Double Room,2 nights ·,Couple,July 2021,10 July 2021,,
7.0,Good,,,United Kingdom,Compact Double Room,1 night ·,Group,July 2021,8 July 2021,,
9.0,Superb,,,Iraq,Deluxe Twin Room,1 night ·,Family,July 2021,5 July 2021,,
8.0,Very good,,,United Kingdom,Compact Double Room,1 night ·,Couple,July 2021,5 July 2021,,
8.0,Very good,,,United Kingdom,Compact Double Room,1 night ·,Solo traveller,July 2021,2 July 2021,,
8.0,Very good,,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,June 2021,1 July 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,June 2021,30 June 2021,,
7.0,Good,,,Malta,Deluxe Double Room,1 night ·,Couple,April 2021,28 June 2021,,
8.0,Very good,,,United Kingdom,Club Double Room,1 night ·,Couple,May 2021,27 June 2021,,
7.0,Good,,,United Kingdom,Compact Double Room,1 night ·,Solo traveller,June 2021,23 June 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,3 nights ·,Couple,June 2021,18 June 2021,,
7.0,Good,,,United Kingdom,Deluxe Single Room,5 nights ·,Solo traveller,June 2021,15 June 2021,,
7.0,Good,,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,June 2021,6 June 2021,,
8.0,Very good,,,Jordan,Deluxe Single Room,2 nights ·,Solo traveller,June 2021,5 June 2021,,
9.0,Superb,,,United Kingdom,Compact Double Room,1 night ·,Couple,April 2021,3 June 2021,,
7.0,Good,,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,May 2021,2 June 2021,,
7.0,Good,,,France,Compact Double Room,1 night ·,Family,June 2021,2 June 2021,,
7.0,Good,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,May 2021,30 May 2021,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,May 2021,22 May 2021,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,April 2021,20 May 2021,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,May 2021,19 May 2021,,
8.0,Very good,,,United Kingdom,Deluxe Twin Room,1 night ·,Group,May 2021,15 May 2021,,
9.0,Superb,,,United Kingdom,Compact Double Room,1 night ·,Couple,April 2021,11 May 2021,,
7.0,Good,,,Ireland,Deluxe Double Room,1 night ·,Solo traveller,April 2021,27 April 2021,,
7.0,Good,,,United Kingdom,Compact Double Room,4 nights ·,Solo traveller,April 2021,23 April 2021,,
7.0,Good,,,United Kingdom,Compact Double Room,5 nights ·,Family,April 2021,20 April 2021,,
7.0,Good,,,United Kingdom,Deluxe Single Room,2 nights ·,Solo traveller,April 2021,12 April 2021,,
8.0,Very good,,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,March 2021,25 March 2021,,
7.0,Good,,,United Kingdom,Compact Double Room,1 night ·,Solo traveller,February 2021,23 March 2021,,
7.0,Good,,,United Kingdom,Deluxe Single Room,2 nights ·,Solo traveller,March 2021,20 March 2021,,
8.0,Very good,,,United Kingdom,Compact Double Room,1 night ·,Couple,November 2020,19 December 2020,,
8.0,Very good,,,Belgium,Deluxe Double Room,1 night ·,Couple,December 2020,14 December 2020,,
8.0,Very good,,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,December 2020,12 December 2020,,
7.0,Good,,,United Kingdom,Club Twin Room,2 nights ·,Couple,December 2020,8 December 2020,,
7.0,Good,,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,December 2020,6 December 2020,,
9.0,Superb,,,United Kingdom,Deluxe Single Room,2 nights ·,Solo traveller,October 2020,22 November 2020,,
8.0,Very good,,,United Kingdom,Deluxe Single Room,2 nights ·,Solo traveller,October 2020,18 November 2020,,
8.0,Very good,,,United Kingdom,Compact Double Room,1 night ·,Solo traveller,October 2020,12 November 2020,,
8.0,Very good,,,United Kingdom,Compact Double Room,1 night ·,Couple,October 2020,27 October 2020,,
7.0,Good,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,September 2020,24 October 2020,,
8.0,Very good,,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,September 2020,7 October 2020,,
8.0,Very good,,,Brazil,Deluxe Single Room,1 night ·,Solo traveller,October 2020,2 October 2020,,
7.0,Good,,,United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,September 2020,30 September 2020,,
8.0,Very good,,,Macao (China),Deluxe Single Room,3 nights ·,Family,September 2020,6 September 2020,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,August 2020,30 August 2020,,
7.0,Good,,,United Kingdom,Compact Double Room,2 nights ·,Family,August 2020,22 August 2020,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,July 2020,17 August 2020,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,August 2020,14 August 2020,,
7.0,Good,,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,July 2020,3 August 2020,,
8.0,Very good,,,United Kingdom,Compact Double Room,1 night ·,Solo traveller,July 2020,19 July 2020,,
8.0,Very good,,,Saudi Arabia,Compact Double Room,2 nights ·,Solo traveller,March 2020,11 March 2020,,
8.0,Very good,,,Russia,Deluxe Single Room,2 nights ·,Solo traveller,February 2020,24 February 2020,,
7.0,Good,,,Canada,Deluxe Single Room,3 nights ·,Family,February 2020,21 February 2020,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,January 2020,12 February 2020,,
7.9,Good,,,France,Deluxe Single Room,2 nights ·,Solo traveller,February 2020,2 February 2020,,
7.0,Good,,,United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,January 2020,1 February 2020,,
7.9,Good,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,February 2020,1 February 2020,,
8.8,Fabulous,,,United Arab Emirates,Deluxe Single Room,2 nights ·,Solo traveller,January 2020,28 January 2020,,
8.0,Very good,,,Australia,Deluxe Single Room,1 night ·,Solo traveller,January 2020,27 January 2020,,
9.0,Superb,,,United Arab Emirates,Deluxe Twin Room,3 nights ·,Group,January 2020,20 January 2020,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,December 2019,13 January 2020,,
7.5,Good,,,Thailand,Compact Double Room,1 night ·,Family,December 2019,12 January 2020,,
8.8,Fabulous,,,United Kingdom,Deluxe Double Room,4 nights ·,Group,January 2020,11 January 2020,,
9.0,Superb,,,Israel,Deluxe Double Room,1 night ·,Couple,January 2020,6 January 2020,,
8.8,Fabulous,,,Egypt,Deluxe Single Room,1 night ·,Solo traveller,December 2019,31 December 2019,,
6.2,Pleasant,,,South Africa,Deluxe Single Room,1 night ·,Solo traveller,December 2019,28 December 2019,,
8.0,Very good,,,United Kingdom,Deluxe Single Room,4 nights ·,Solo traveller,December 2019,15 December 2019,,
7.5,Good,,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,December 2019,13 December 2019,,
7.5,Good,,,Cyprus,Compact Double Room,3 nights ·,Solo traveller,December 2019,8 December 2019,,
8.0,Very good,,,United Kingdom,Deluxe Single Room,3 nights ·,Solo traveller,November 2019,25 November 2019,,
6.2,Pleasant,,,United Kingdom,Compact Double Room,1 night ·,Couple,November 2019,24 November 2019,,
8.0,Very good,,,United Arab Emirates,Deluxe Single Room,1 night ·,Solo traveller,November 2019,5 November 2019,,
8.0,Very good,,,Brazil,Deluxe Single Room,2 nights ·,Solo traveller,October 2019,29 October 2019,,
7.0,Good,,,United States,Deluxe Single Room,1 night ·,Solo traveller,July 2022,10 October 2022,,
7.0,Good,,,Iceland,Compact Double Room,3 nights ·,Group,September 2022,21 September 2022,,
7.0,Good,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,August 2022,27 August 2022,,
9.0,Superb,,,Faroe Islands,Deluxe Twin Room,5 nights ·,Group,August 2022,9 August 2022,,
8.0,Very good,,,United Kingdom,Deluxe Single Room,2 nights ·,Solo traveller,April 2022,11 June 2022,,
8.0,Very good,,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,February 2022,6 February 2022,,
8.0,Very good,,,Finland,Deluxe Single Room,2 nights ·,Solo traveller,January 2022,17 January 2022,,
7.0,Good,,,United Kingdom,Club Double Room,3 nights ·,Family,December 2021,12 December 2021,,
7.0,Good,,,United Kingdom,Compact Double Room,1 night ·,Couple,November 2021,24 November 2021,,
8.0,Very good,,,United Kingdom,Compact Double Room,1 night ·,Couple,August 2021,22 August 2021,,
7.0,Good,,,United Kingdom,Deluxe Twin Room,2 nights ·,Family,August 2021,19 August 2021,,
7.0,Good,,,United Kingdom,Compact Double Room,1 night ·,Couple,August 2021,3 August 2021,,
7.0,Good,,,United Kingdom,Club Double Room,1 night ·,Couple,July 2021,2 August 2021,,
7.0,Good,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,April 2021,2 May 2021,,
7.9,Good,,,Saudi Arabia,Deluxe Single Room,9 nights ·,Solo traveller,November 2019,26 November 2019,,
8.0,Very good,,,United Kingdom,Compact Double Room,2 nights ·,Couple,August 2022,16 October 2022,,
8.0,Very good,,,Trinidad and Tobago,Deluxe Single Room,6 nights ·,Solo traveller,October 2022,14 October 2022,,
8.0,Very good,,,United States,Compact Double Room,4 nights ·,Solo traveller,August 2022,11 October 2022,,
9.0,Superb,,,United Kingdom,Deluxe Single Room,4 nights ·,Solo traveller,August 2022,1 September 2022,,
8.0,Great location!  Located in quiet area just a few minutes walk from Paddington Station.,,,Sweden,Deluxe Double Room,1 night ·,Group,July 2022,6 July 2022,,
7.0,Good,,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,April 2022,1 June 2022,,
8.0,Very good,,,United States,Deluxe Twin Room,4 nights ·,Couple,May 2022,8 May 2022,,
9.0,Superb,,,United Kingdom,Deluxe Single Room,2 nights ·,Solo traveller,March 2022,6 May 2022,,
8.0,Very good,,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,March 2022,6 May 2022,,
8.0,Very good,,,United Kingdom,Deluxe Single Room,1 night ·,Group,May 2022,4 May 2022,,
7.0,Good,,,United Kingdom,Compact Double Room,3 nights ·,Group,December 2021,2 March 2022,,
8.0,Very good,,,United Kingdom,Compact Double Room,1 night ·,Solo traveller,February 2022,20 February 2022,,
7.0,Good,,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,January 2022,27 January 2022,,
8.0,Very good,,,Oman,Club Double Room,4 nights ·,Couple,November 2021,8 January 2022,,
9.0,Superb,,,Cyprus,Club Twin Room,3 nights ·,Couple,November 2021,21 December 2021,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,November 2021,18 November 2021,,
8.0,Very good,,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,September 2021,20 October 2021,,
8.0,Very good,,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,October 2021,3 October 2021,,
9.0,Superb,,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,August 2021,6 September 2021,,
7.0,Good,,,United Kingdom,Club Double Room,1 night ·,Group,August 2021,31 August 2021,,
9.0,Superb,,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,August 2021,19 August 2021,,
8.0,Very good,,,United Kingdom,Deluxe Twin Room,1 night ·,Group,July 2021,8 July 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,2 nights ·,Solo traveller,September 2020,26 September 2020,,
8.0,Very good,,,United Kingdom,Deluxe Twin Room,1 night ·,Group,July 2020,13 August 2020,,
9.0,Superb,,,United Kingdom,Compact Double Room,2 nights ·,Solo traveller,February 2020,21 February 2020,,
5.0,Passable,,,United Kingdom,Deluxe Single Room,6 nights ·,Solo traveller,October 2022,26 October 2022,,
10,Exceptional,,,United States,Deluxe Double Room,2 nights ·,Couple,September 2022,26 October 2022,,
10,Exceptional,,,Ireland,Deluxe Double Room,2 nights ·,Couple,October 2022,23 October 2022,,
10,Exceptional,,,Kuwait,Deluxe Single Room,1 night ·,Solo traveller,October 2022,21 October 2022,,
10,Exceptional,,,Canada,Compact Double Room,1 night ·,Couple,October 2022,20 October 2022,,
10,Exceptional,,,Ireland,Deluxe Double Room,2 nights ·,Couple,October 2022,19 October 2022,,
10,Exceptional,,,United States,Compact Double Room,3 nights ·,Family,October 2022,18 October 2022,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,October 2022,17 October 2022,,
10,Exceptional,,,United Kingdom,Compact Double Room,2 nights ·,Group,September 2022,17 October 2022,,
10,Exceptional,,,United States,Deluxe Double Room,1 night ·,Solo traveller,September 2022,15 October 2022,,
10,Exceptional,,,South Africa,Deluxe Single Room,1 night ·,Solo traveller,September 2022,14 October 2022,,
6.0,Pleasant,,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,October 2022,12 October 2022,,
6.0,Pleasant,,,Germany,Compact Double Room,2 nights ·,Solo traveller,October 2022,10 October 2022,,
1.0,Bad,,,United Kingdom,Deluxe Single Room,2 nights ·,Solo traveller,October 2022,9 October 2022,,
6.0,Pleasant,,,Singapore,Deluxe Single Room,1 night ·,Solo traveller,October 2022,7 October 2022,,
10,Exceptional,,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,August 2022,6 October 2022,,
10,Exceptional,,,United Kingdom,Club Twin Room,2 nights ·,Group,September 2022,3 October 2022,,
10,Exceptional,,,United Kingdom,Compact Double Room,1 night ·,Couple,September 2022,28 September 2022,,
10,Exceptional,,,United States,Deluxe Double Room,1 night ·,Solo traveller,September 2022,27 September 2022,,
10,Exceptional,,,United Kingdom,Compact Double Room,1 night ·,Couple,September 2022,23 September 2022,,
10,Exceptional,,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,September 2022,20 September 2022,,
10,Exceptional,,,Singapore,Compact Double Room,1 night ·,Couple,September 2022,20 September 2022,,
10,Exceptional,,,United Kingdom,Compact Double Room,4 nights ·,Solo traveller,September 2022,11 September 2022,,
6.0,Pleasant,,,United Kingdom,Compact Double Room,1 night ·,Group,September 2022,9 September 2022,,
10,Exceptional,,,United States,Club Double Room,3 nights ·,Couple,September 2022,8 September 2022,,
10,Exceptional,,,United States,Club Double Room,1 night ·,Couple,August 2022,7 September 2022,,
10,Exceptional,,,United Kingdom,Club Double Room,1 night ·,Couple,September 2022,4 September 2022,,
10,Exceptional,,,Australia,Compact Double Room,2 nights ·,Couple,August 2022,2 September 2022,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,August 2022,1 September 2022,,
10,Exceptional,,,United Kingdom,Compact Double Room,2 nights ·,Couple,August 2022,28 August 2022,,
10,Exceptional,,,Russia,Deluxe Single Room,4 nights ·,Solo traveller,August 2022,27 August 2022,,
10,Exceptional,,,United Kingdom,Compact Double Room,2 nights ·,Couple,July 2022,27 August 2022,,
10,Exceptional,,,Australia,Compact Double Room,1 night ·,Couple,August 2022,24 August 2022,,
10,Exceptional,,,Australia,Club Twin Room,4 nights ·,Couple,August 2022,23 August 2022,,
10,Exceptional,,,Kuwait,Deluxe Single Room,4 nights ·,Solo traveller,August 2022,23 August 2022,,
10,Exceptional,,,United Kingdom,Deluxe Twin Room,2 nights ·,Couple,August 2022,21 August 2022,,
10,Exceptional,,,Ireland,Deluxe Double Room,1 night ·,Couple,August 2022,19 August 2022,,
10,Exceptional,,,United Kingdom,Deluxe Twin Room,1 night ·,Couple,August 2022,18 August 2022,,
4.0,Disappointing,,,United Kingdom,Compact Double Room,1 night ·,Couple,August 2022,16 August 2022,,
10,Exceptional,,,India,Deluxe Single Room,14 nights ·,Group,August 2022,15 August 2022,,
10,Exceptional,,,United Kingdom,Deluxe Single Room,4 nights ·,Solo traveller,August 2022,8 August 2022,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,August 2022,7 August 2022,,
10,Exceptional,,,United Kingdom,Compact Double Room,1 night ·,Couple,August 2022,5 August 2022,,
6.0,Pleasant,,,Nigeria,Deluxe Double Room,1 night ·,Couple,July 2022,4 August 2022,,
10,Exceptional,,,United States,Deluxe Double Room,3 nights ·,Couple,July 2022,2 August 2022,,
10,Exceptional,,,Spain,Club Twin Room,2 nights ·,Couple,July 2022,28 July 2022,,
5.0,Passable,,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,July 2022,28 July 2022,,
6.0,Pleasant,,,United Kingdom,Deluxe Twin Room,2 nights ·,Group,July 2022,27 July 2022,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,July 2022,24 July 2022,,
10,Exceptional,,,United Kingdom,Compact Double Room,1 night ·,Solo traveller,May 2022,24 July 2022,,
10,Exceptional,,,United States,Deluxe Single Room,1 night ·,Solo traveller,July 2022,24 July 2022,,
10,Exceptional,,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,July 2022,22 July 2022,,
10,Exceptional,,,Netherlands,Deluxe Single Room,1 night ·,Solo traveller,July 2022,16 July 2022,,
10,Exceptional,,,Netherlands,Deluxe Single Room,1 night ·,Solo traveller,July 2022,16 July 2022,,
10,Exceptional,,,Australia,Compact Double Room,2 nights ·,Solo traveller,July 2022,13 July 2022,,
6.0,Pleasant,,,Malaysia,Compact Double Room,2 nights ·,Couple,June 2022,13 July 2022,,
5.0,Passable,,,Canada,Deluxe Single Room,7 nights ·,Solo traveller,July 2022,12 July 2022,,
10,Exceptional,,,United Kingdom,Compact Double Room,4 nights ·,Solo traveller,June 2022,12 July 2022,,
