score,title,likereview,dislikereview,country,rometype,intimelong,people,inrometime,reviewtime,help_vote,unhelp_vote
9.0,Superb,,,United Kingdom,Executive Double Room,1 night ·,Couple,November 2021,11 November 2021,,
9.0,Superb,,,United Kingdom,Executive Double Room,1 night ·,Couple,November 2021,10 November 2021,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,November 2021,9 November 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,November 2021,7 November 2021,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,October 2021,6 November 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,November 2021,6 November 2021,,
10,Exceptional,,,United Kingdom,Executive Double Room,1 night ·,Couple,August 2021,6 November 2021,,
10,Exceptional,,,United Kingdom,Executive Double Room,1 night ·,Couple,November 2021,5 November 2021,,
10,Exceptional,,,United Kingdom,Double Room,3 nights ·,Couple,October 2021,4 November 2021,,
8.0,Very good,,,Switzerland,Deluxe Double Room,3 nights ·,Couple,October 2021,4 November 2021,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,October 2021,4 November 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,November 2021,3 November 2021,,
10,Exceptional,,,Qatar,Landmark Junior Suite,5 nights ·,Family,October 2021,3 November 2021,,
8.0,Very good,,,United Kingdom,Executive Double Room,1 night ·,Couple,August 2021,2 November 2021,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,October 2021,2 November 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,November 2021,2 November 2021,,
10,"excellent facilitys, staff and services what more could you want !!",,,United Kingdom,Executive Double Room,3 nights ·,Family,November 2021,2 November 2021,,
9.0,Superb,,,United Kingdom,Double Room,3 nights ·,Family,October 2021,1 November 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,October 2021,31 October 2021,,
10,Exceptional,,,United Kingdom,Double Room,3 nights ·,Couple,October 2021,31 October 2021,,
9.0,Superb,,,United Kingdom,Family Room (2 Adults + 2 Children),3 nights ·,Family,October 2021,31 October 2021,,
10,Exceptional,,,United Kingdom,Executive Double Room,1 night ·,Group,August 2021,31 October 2021,,
9.0,Superb,,,Saudi Arabia,Double Room,3 nights ·,Group,October 2021,30 October 2021,,
10,Exceptional,,,Qatar,Executive Double Room,7 nights ·,Group,October 2021,29 October 2021,,
10,Exceptional,,,United Kingdom,Landmark Junior Suite,1 night ·,Couple,October 2021,29 October 2021,,
9.0,Superb,,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,October 2021,28 October 2021,,
8.0,Very good,,,United Arab Emirates,Double Room,2 nights ·,Solo traveller,October 2021,28 October 2021,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Solo traveller,October 2021,28 October 2021,,
10,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Family,October 2021,28 October 2021,,
9.0,Superb,,,United Kingdom,Family Room (2 Adults + 2 Children),4 nights ·,Family,October 2021,27 October 2021,,
9.0,Superb,,,Canada,Deluxe Double Room,2 nights ·,Family,October 2021,27 October 2021,,
9.0,Superb,,,United Kingdom,Executive Double Room,4 nights ·,Family,October 2021,27 October 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,October 2021,26 October 2021,,
8.0,Very good,,,United Kingdom,Double Room,2 nights ·,Couple,October 2021,25 October 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,October 2021,24 October 2021,,
10,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Couple,September 2021,24 October 2021,,
9.0,Superb,,,Kuwait,Family Room (2 Adults + 2 Children),4 nights ·,Group,October 2021,24 October 2021,,
9.0,Superb,,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,October 2021,23 October 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,September 2021,23 October 2021,,
9.0,Superb,,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,October 2021,22 October 2021,,
9.0,Superb,,,United Kingdom,Double Room,1 night ·,Solo traveller,October 2021,22 October 2021,,
9.0,Superb,,,United Kingdom,Double Room,1 night ·,Group,October 2021,22 October 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,September 2021,21 October 2021,,
10,Exceptional,,,United Kingdom,Executive Double Room,2 nights ·,Couple,October 2021,21 October 2021,,
10,Exceptional,,,United Kingdom,Double Room,2 nights ·,Couple,October 2021,20 October 2021,,
10,Exceptional,,,United Kingdom,Executive Double Room,1 night ·,Group,August 2021,19 October 2021,,
10,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),3 nights ·,Family,October 2021,19 October 2021,,
10,Exceptional,,,South Africa,Double Room,2 nights ·,Couple,October 2021,19 October 2021,,
9.0,Superb,,,Iraq,Deluxe Suite,5 nights ·,Family,October 2021,19 October 2021,,
9.0,Superb,,,United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Family,October 2021,18 October 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,October 2021,17 October 2021,,
10,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Couple,October 2021,15 October 2021,,
10,Exceptional,,,United Kingdom,Landmark Junior Suite,2 nights ·,Couple,September 2021,15 October 2021,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,September 2021,14 October 2021,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Family,October 2021,13 October 2021,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,October 2021,12 October 2021,,
10,Exceptional,,,United Kingdom,Executive Double Room,1 night ·,Group,October 2021,12 October 2021,,
10,Exceptional,,,United Kingdom,Double Room,2 nights ·,Family,October 2021,11 October 2021,,
10,Exceptional,,,United Kingdom,Deluxe Suite,1 night ·,Couple,October 2021,11 October 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,October 2021,10 October 2021,,
8.0,Very good,,,United Kingdom,Executive Double Room,1 night ·,Couple,October 2021,10 October 2021,,
10,Exceptional,,,Qatar,Double Room,1 night ·,Solo traveller,October 2021,10 October 2021,,
8.0,Very good,,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,August 2021,10 October 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,October 2021,10 October 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,2 nights ·,Family,October 2021,9 October 2021,,
10,Exceptional,,,United Kingdom,Executive Double Room,1 night ·,Couple,October 2021,9 October 2021,,
10,Exceptional,,,United Kingdom,Executive Double Room,1 night ·,Couple,October 2021,9 October 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,September 2021,8 October 2021,,
10,Well done!!!,,,United Kingdom,Double Room,1 night ·,Couple,October 2021,7 October 2021,,
9.0,Superb,,,United Kingdom,Landmark Junior Suite,1 night ·,Solo traveller,August 2021,7 October 2021,,
9.0,Superb,,,United Kingdom,Landmark Junior Suite,1 night ·,Solo traveller,August 2021,7 October 2021,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Group,October 2021,7 October 2021,,
10,Exceptional,,,United Kingdom,Executive Double Room,3 nights ·,Couple,October 2021,7 October 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,October 2021,7 October 2021,,
10,Exceptional,,,United Kingdom,Executive Double Room,1 night ·,Couple,July 2021,6 October 2021,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,October 2021,6 October 2021,,
9.0,Superb,,,United Kingdom,Executive Double Room,2 nights ·,Couple,October 2021,6 October 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,September 2021,5 October 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Family,October 2021,5 October 2021,,
10,Thanks,,,United Kingdom,Double Room,1 night ·,Couple,October 2021,4 October 2021,,
10,Fabulous stay....loved loved loved,,,United Kingdom,Double Room,1 night ·,Family,October 2021,4 October 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,October 2021,4 October 2021,,
10,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,October 2021,4 October 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,September 2021,3 October 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,August 2021,3 October 2021,,
9.0,Superb,,,United Kingdom,Double Room,1 night ·,Couple,September 2021,3 October 2021,,
10,Exceptional,,,United Kingdom,Executive Double Room,1 night ·,Couple,October 2021,3 October 2021,,
10,Exceptional stay,,,United Kingdom,Double Room,1 night ·,Couple,October 2021,3 October 2021,,
10,Exceptional,,,United Kingdom,Landmark Junior Suite,1 night ·,Solo traveller,October 2021,3 October 2021,,
10,Exceptional,,,United Kingdom,Executive Double Room,1 night ·,Couple,October 2021,2 October 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,August 2021,1 October 2021,,
10,Exceptional,,,United Kingdom,Executive Double Room,2 nights ·,Couple,October 2021,1 October 2021,,
10,Exceptional,,,United Kingdom,Executive Double Room,2 nights ·,Couple,September 2021,1 October 2021,,
8.0,Very good,,,United Kingdom,Executive Double Room,1 night ·,Solo traveller,July 2021,1 October 2021,,
10,Exceptional,,,Serbia,Deluxe Double Room,11 nights ·,Family,September 2021,29 September 2021,,
10,Exceptional,,,United Kingdom,Executive Double Room,3 nights ·,Couple,September 2021,28 September 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,September 2021,28 September 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,2 nights ·,Family,August 2021,28 September 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,September 2021,27 September 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,September 2021,27 September 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,September 2021,27 September 2021,,
9.0,Superb,,,United Kingdom,Deluxe Suite,2 nights ·,Couple,August 2021,27 September 2021,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,September 2021,27 September 2021,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,1 night ·,Group,September 2021,26 September 2021,,
10,Exceptional,,,United Kingdom,Executive Double Room,1 night ·,Couple,August 2021,26 September 2021,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,July 2021,26 September 2021,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,September 2021,26 September 2021,,
10,Exceptional,,,United Kingdom,Double Room,2 nights ·,Couple,September 2021,26 September 2021,,
9.0,Superb,,,United Kingdom,Executive Double Room,2 nights ·,Couple,August 2021,26 September 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,3 nights ·,Couple,September 2021,26 September 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,September 2021,26 September 2021,,
10,"the service was seconded to none, amazing staff and an amazing hotel",,,United Kingdom,Double Room,1 night ·,Couple,September 2021,26 September 2021,,
10,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,September 2021,25 September 2021,,
10,Exceptional,,,Kuwait,Landmark Junior Suite,5 nights ·,Family,September 2021,25 September 2021,,
9.0,Superb,,,United Kingdom,Landmark Junior Suite,2 nights ·,Family,September 2021,25 September 2021,,
10,Exceptional,,,Hungary,Deluxe Double Room,3 nights ·,Family,September 2021,25 September 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Group,September 2021,25 September 2021,,
10,Exceptional,,,United Kingdom,Executive Double Room,2 nights ·,Couple,September 2021,23 September 2021,,
10,Exceptional,,,United Kingdom,Double Room,2 nights ·,Couple,September 2021,22 September 2021,,
10,Exceptional,,,United Kingdom,Executive Double Room,2 nights ·,Solo traveller,September 2021,22 September 2021,,
9.0,Superb,,,United Kingdom,Double Room,1 night ·,Group,September 2021,22 September 2021,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,July 2021,22 September 2021,,
9.0,Superb,,,United Kingdom,Executive Double Room,2 nights ·,Couple,September 2021,21 September 2021,,
9.0,Superb,,,United Arab Emirates,Double Room,6 nights ·,Solo traveller,September 2021,21 September 2021,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,September 2021,21 September 2021,,
9.0,Superb,,,United Kingdom,Executive Double Room,3 nights ·,Couple,August 2021,21 September 2021,,
10,Exceptional,,,United Kingdom,Double Room,2 nights ·,Family,September 2021,21 September 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,September 2021,20 September 2021,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,September 2021,20 September 2021,,
9.0,Superb,,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,September 2021,19 September 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,September 2021,19 September 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,September 2021,19 September 2021,,
9.0,Superb,,,United Kingdom,Executive Double Room,2 nights ·,Couple,August 2021,18 September 2021,,
9.0,Superb,,,United Kingdom,Executive Double Room,5 nights ·,Couple,August 2021,18 September 2021,,
9.0,Superb,,,United Kingdom,Executive Double Room,1 night ·,Couple,August 2021,18 September 2021,,
10,Exceptional,,,United Kingdom,Executive Double Room,1 night ·,Couple,August 2021,18 September 2021,,
10,Exceptional,,,United Kingdom,Executive Double Room,4 nights ·,Couple,September 2021,16 September 2021,,
10,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),3 nights ·,Family,August 2021,16 September 2021,,
10,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),3 nights ·,Family,September 2021,16 September 2021,,
10,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),3 nights ·,Family,August 2021,15 September 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,July 2021,15 September 2021,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,August 2021,14 September 2021,,
10,Exceptional,,,United Kingdom,Executive Double Room,1 night ·,Couple,September 2021,14 September 2021,,
9.0,Superb,,,United Kingdom,Executive Double Room,1 night ·,Couple,September 2021,13 September 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,September 2021,13 September 2021,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Family,September 2021,12 September 2021,,
9.0,Superb,,,United Kingdom,Executive Double Room,4 nights ·,Couple,September 2021,11 September 2021,,
10,Exceptional,,,United Kingdom,Executive Double Room,2 nights ·,Couple,September 2021,10 September 2021,,
9.0,Superb,,,United Kingdom,Double Room,1 night ·,Family,September 2021,9 September 2021,,
8.0,Very good,,,United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Family,September 2021,8 September 2021,,
9.0,Superb,,,United Kingdom,Double Room,1 night ·,Couple,September 2021,8 September 2021,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Family,August 2021,7 September 2021,,
10,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,September 2021,7 September 2021,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,September 2021,6 September 2021,,
9.6,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,September 2021,6 September 2021,,
10,Exceptional,,,United Kingdom,Suite,2 nights ·,Couple,September 2021,6 September 2021,,
9.0,Superb,,,United Kingdom,Deluxe Suite,1 night ·,Solo traveller,August 2021,5 September 2021,,
10,Exceptional,,,United Kingdom,Double Room,2 nights ·,Family,August 2021,4 September 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,7 nights ·,Couple,August 2021,4 September 2021,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Group,August 2021,4 September 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,3 nights ·,Solo traveller,August 2021,4 September 2021,,
8.0,Very good,,,Ireland,Double Room,1 night ·,Solo traveller,September 2021,3 September 2021,,
10,Exceptional,,,United Kingdom,Executive Double Room,1 night ·,Couple,June 2021,3 September 2021,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,August 2021,3 September 2021,,
8.0,Very good,,,United Kingdom,Double Room,2 nights ·,Couple,August 2021,2 September 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,2 nights ·,Group,August 2021,2 September 2021,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,July 2021,2 September 2021,,
10,Everything was Amazing,,,United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Family,August 2021,2 September 2021,,
10,"Friendly welcoming staff, clean stunning hotel.",,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,September 2021,1 September 2021,,
10,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),3 nights ·,Family,August 2021,31 August 2021,,
10,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Family,August 2021,30 August 2021,,
10,Exceptional,,,United Kingdom,Deluxe Suite,1 night ·,Group,July 2021,30 August 2021,,
9.0,Superb,,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,August 2021,30 August 2021,,
9.0,Superb,,,United Kingdom,Family Room (2 Adults + 2 Children),5 nights ·,Family,August 2021,30 August 2021,,
10,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,August 2021,30 August 2021,,
10,Exceptional,,,United Kingdom,Executive Double Room,2 nights ·,Family,August 2021,30 August 2021,,
9.0,Superb,,,United Kingdom,Double Room,2 nights ·,Couple,August 2021,30 August 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,August 2021,30 August 2021,,
10,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Family,August 2021,30 August 2021,,
10,Exceptional,,,United Kingdom,Executive Double Room,3 nights ·,Couple,August 2021,29 August 2021,,
10,Exceptional,,,United Kingdom,Double Room,2 nights ·,Family,August 2021,29 August 2021,,
10,Excellent all round,,,United Kingdom,Family Room (2 Adults + 2 Children),4 nights ·,Family,August 2021,28 August 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,3 nights ·,Solo traveller,August 2021,28 August 2021,,
9.0,Superb,,,United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Family,July 2021,26 August 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,August 2021,26 August 2021,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,August 2021,26 August 2021,,
10,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),3 nights ·,Family,August 2021,26 August 2021,,
9.0,Superb,,,Canada,Family Room (2 Adults + 2 Children),3 nights ·,Family,August 2021,25 August 2021,,
9.0,Excellent,,,United Kingdom,Executive Double Room,1 night ·,Couple,August 2021,23 August 2021,,
10,Exceptional,,,United Kingdom,Executive Double Room,2 nights ·,Couple,August 2021,22 August 2021,,
10,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Family,August 2021,22 August 2021,,
10,Exceptional,,,Kuwait,Family Room (2 Adults + 2 Children),5 nights ·,Family,August 2021,21 August 2021,,
10,We had a great day with thelandmarklondon hotel. Thank you.,,,United Kingdom,Executive Double Room,1 night ·,Couple,August 2021,20 August 2021,,
8.0,Great customer service from reception when we had to change our plans.,,,United Kingdom,Landmark Junior Suite,2 nights ·,Couple,August 2021,19 August 2021,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,August 2021,19 August 2021,,
10,Exceptional,,,United Kingdom,Deluxe Suite,3 nights ·,Couple,August 2021,18 August 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,2 nights ·,Family,August 2021,18 August 2021,,
9.0,Very nice,,,United Kingdom,Executive Double Room,1 night ·,Group,August 2021,17 August 2021,,
8.0,Very good,,,United Kingdom,Double Room,1 night ·,Family,August 2021,17 August 2021,,
8.0,Very good,,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,August 2021,16 August 2021,,
10,Exceptional,,,United Kingdom,Executive Double Room,2 nights ·,Couple,June 2021,15 August 2021,,
10,Exceptional,,,United Kingdom,Landmark Junior Suite,1 night ·,Couple,July 2021,14 August 2021,,
10,Exceptional,,,United Kingdom,Double Room,3 nights ·,Family,July 2021,14 August 2021,,
8.0,Very good,,,United Kingdom,Family Room (2 Adults + 2 Children),4 nights ·,Family,August 2021,13 August 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,August 2021,13 August 2021,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,July 2021,12 August 2021,,
8.0,Very good,,,United Kingdom,Executive Double Room,2 nights ·,Family,July 2021,11 August 2021,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,1 night ·,Group,July 2021,11 August 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,August 2021,11 August 2021,,
10,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Family,August 2021,10 August 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Family,August 2021,9 August 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,August 2021,8 August 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,1 night ·,Family,August 2021,8 August 2021,,
9.0,Superb,,,United Kingdom,Executive Double Room,2 nights ·,Couple,August 2021,8 August 2021,,
9.0,Superb,,,United Kingdom,Executive Double Room,1 night ·,Solo traveller,August 2021,8 August 2021,,
10,Exceptional,,,Kuwait,Family Room (2 Adults + 2 Children),1 night ·,Family,August 2021,7 August 2021,,
10,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),4 nights ·,Family,August 2021,7 August 2021,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,July 2021,4 August 2021,,
10,Exceptional,,,United Kingdom,Executive Double Room,1 night ·,Couple,July 2021,2 August 2021,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,August 2021,2 August 2021,,
9.0,Superb,,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,August 2021,1 August 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,August 2021,1 August 2021,,
10,Exceptional,,,United Kingdom,Executive Double Room,1 night ·,Couple,July 2021,31 July 2021,,
10,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,July 2021,31 July 2021,,
10,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Family,July 2021,30 July 2021,,
9.0,Superb,,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,July 2021,29 July 2021,,
10,Exceptional,,,United Kingdom,Executive Double Room,5 nights ·,Couple,July 2021,29 July 2021,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Group,July 2021,28 July 2021,,
9.0,Superb,,,United Kingdom,Family Room (2 Adults + 2 Children),4 nights ·,Family,July 2021,26 July 2021,,
10,Amazing hotel &amp; lovely staff,,,United Kingdom,Double Room,2 nights ·,Couple,July 2021,26 July 2021,,
10,Exceptional,,,United Kingdom,Double Room,2 nights ·,Family,July 2021,25 July 2021,,
10,Exceptional,,,Dominican Republic,Double Room,1 night ·,Couple,July 2021,25 July 2021,,
8.0,Very good,,,Nigeria,Double Room,1 night ·,Couple,June 2021,25 July 2021,,
8.0,Very good,,,United Kingdom,Double Room,2 nights ·,Couple,July 2021,25 July 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,July 2021,25 July 2021,,
8.0,Very good,,,United Kingdom,Double Room,2 nights ·,Couple,July 2021,24 July 2021,,
10,Exceptional,,,United Kingdom,Double Room,2 nights ·,Couple,July 2021,23 July 2021,,
10,Exceptional,,,United Kingdom,Double Room,2 nights ·,Couple,July 2021,22 July 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,July 2021,20 July 2021,,
10,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,July 2021,20 July 2021,,
8.0,Very good,,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,July 2021,18 July 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,July 2021,18 July 2021,,
10,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,June 2021,17 July 2021,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Group,July 2021,15 July 2021,,
8.0,Very good,,,United Kingdom,Double Room,2 nights ·,Family,July 2021,15 July 2021,,
8.0,Very good,,,United Kingdom,Landmark Junior Suite,1 night ·,Group,July 2021,13 July 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,July 2021,13 July 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,July 2021,12 July 2021,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,June 2021,12 July 2021,,
9.0,Superb,,,United Kingdom,Suite,2 nights ·,Couple,July 2021,11 July 2021,,
10,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Group,July 2021,11 July 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,July 2021,10 July 2021,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,July 2021,9 July 2021,,
9.0,Superb,,,United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Family,July 2021,7 July 2021,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,3 nights ·,Couple,July 2021,4 July 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Group,July 2021,4 July 2021,,
9.0,Superb,,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,July 2021,4 July 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,June 2021,3 July 2021,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Family,June 2021,30 June 2021,,
10,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Family,May 2021,30 June 2021,,
9.0,Superb,,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,June 2021,29 June 2021,,
9.0,Superb,,,United Kingdom,Double Room,1 night ·,Couple,June 2021,28 June 2021,,
10,Exceptional,,,United Kingdom,Double Room,2 nights ·,Group,June 2021,27 June 2021,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,June 2021,27 June 2021,,
8.0,Very good,,,Thailand,Double Room,1 night ·,Couple,June 2021,27 June 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,June 2021,27 June 2021,,
10,A great stay as always that’s why we are back on Tuesday.,,,United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Family,May 2021,26 June 2021,,
10,Exceptional,,,United Kingdom,Landmark Junior Suite,1 night ·,Family,June 2021,24 June 2021,,
9.0,Superb,,,United Kingdom,Double Room,1 night ·,Family,June 2021,21 June 2021,,
10,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,May 2021,19 June 2021,,
10,Exceptional,,,United Kingdom,Deluxe Suite,1 night ·,Couple,June 2021,14 June 2021,,
10,Exceptional,,,United Kingdom,Executive Double Room,1 night ·,Couple,June 2021,13 June 2021,,
